League,Y,Franchise,Team,G,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,avgFGM,avgFGA,avgFG%,avg3FGM,avg3FGA,avg3FG%,avgFTM,avgFTA,avgFT%,avgOFF,avgDEF,avgREB,avgAST,avgSTL,avgBLK,avgTO,avgPF,avgPTS
NBA,2008,Detroit Pistons,DET,82,2981,6559,0.45,377,1079,0.35,1388,1849,0.75,949,2448,3397,1689,493,377,973,1712,7727,36.4,80.0,0.45,4.6,13.2,0.35,16.9,22.5,0.75,11.6,29.9,41.4,20.6,6,4.6,11.9,20.9,94.2
NBA,2008,Golden State Warriors,GSW,82,3231,7055,0.46,550,1475,0.37,1893,2392,0.79,953,2492,3445,1711,638,527,1201,1842,8905,39.4,86.0,0.46,6.7,18,0.37,23.1,29.2,0.79,11.6,30.4,42,20.9,7.8,6.4,14.6,22.5,108.6
NBA,2008,Houston Rockets,HOU,82,2959,6526,0.45,621,1656,0.38,1531,1903,0.8,862,2662,3524,1662,548,355,1158,1553,8070,36.1,79.6,0.45,7.6,20.2,0.38,18.7,23.2,0.8,10.5,32.5,43,20.3,6.7,4.3,14.1,18.9,98.4
NBA,2008,Indiana Pacers,IND,82,3220,7080,0.45,652,1725,0.38,1525,1890,0.81,924,2661,3585,1775,573,434,1189,1895,8617,39.3,86.3,0.45,8,21,0.38,18.6,23.0,0.81,11.3,32.5,43.7,21.6,7,5.3,14.5,23.1,105.1
NBA,2008,Los Angeles Clippers,LAC,82,2955,6696,0.44,535,1513,0.35,1354,1839,0.74,890,2377,3267,1723,572,482,1221,1650,7799,36.0,81.7,0.44,6.5,18.5,0.35,16.5,22.4,0.74,10.9,29,39.8,21.0,7,5.9,14.9,20.1,95.1
NBA,2008,Los Angeles Lakers,LAL,82,3307,6981,0.47,547,1516,0.36,1607,2087,0.77,1015,2587,3602,1908,718,420,1103,1698,8768,40.3,85.1,0.47,6.7,18.5,0.36,19.6,25.5,0.77,12.4,31.5,43.9,23.3,8.8,5.1,13.5,20.7,106.9
NBA,2008,Memphis Grizzlies,MEM,82,2865,6311,0.45,398,1106,0.36,1570,2077,0.76,847,2337,3184,1423,615,385,1252,1777,7698,34.9,77.0,0.45,4.9,13.5,0.36,19.1,25.3,0.76,10.3,28.5,38.8,17.4,7.5,4.7,15.3,21.7,93.9
NBA,2008,Miami Heat,MIA,82,3034,6646,0.46,582,1631,0.36,1411,1871,0.75,828,2411,3239,1671,651,451,1026,1696,8061,37.0,81.0,0.46,7.1,19.9,0.36,17.2,22.8,0.75,10.1,29.4,39.5,20.4,7.9,5.5,12.5,20.7,98.3
NBA,2008,Milwaukee Bucks,MIL,82,3009,6755,0.45,511,1408,0.36,1613,2067,0.78,973,2367,3340,1802,609,308,1154,1986,8142,36.7,82.4,0.45,6.2,17.2,0.36,19.7,25.2,0.78,11.9,28.9,40.7,22.0,7.4,3.8,14.1,24.2,99.3
NBA,2008,Minnesota Timberwolves,MIN,82,2986,6766,0.44,543,1539,0.35,1504,1957,0.77,975,2442,3417,1674,512,322,1165,1785,8019,36.4,82.5,0.44,6.6,18.8,0.35,18.3,23.9,0.77,11.9,29.8,41.7,20.4,6.2,3.9,14.2,21.8,97.8
NBA,2008,New Orleans Pelicans,NOH,82,2911,6366,0.46,556,1526,0.36,1479,1833,0.81,802,2453,3255,1609,593,338,1029,1665,7857,35.5,77.6,0.46,6.8,18.6,0.36,18.0,22.4,0.81,9.8,29.9,39.7,19.6,7.2,4.1,12.5,20.3,95.8
NBA,2008,New York Knicks,NYK,82,3157,7091,0.45,823,2284,0.36,1490,1900,0.78,911,2545,3456,1738,610,204,1174,1672,8627,38.5,86.5,0.45,10,27.9,0.36,18.2,23.2,0.78,11.1,31,42.1,21.2,7.4,2.5,14.3,20.4,105.2
NBA,2008,Oklahoma City Thunder,OCT,82,2999,6716,0.45,328,949,0.35,1626,2069,0.79,999,2497,3496,1663,608,371,1330,1655,7952,36.6,81.9,0.45,4,11.6,0.35,19.8,25.2,0.79,12.2,30.5,42.6,20.3,7.4,4.5,16.2,20.2,97.0
NBA,2008,Orlando Magic,ORL,82,2929,6416,0.46,817,2147,0.38,1611,2253,0.72,819,2728,3547,1593,570,439,1142,1664,8286,35.7,78.2,0.46,10,26.2,0.38,19.6,27.5,0.72,10,33.3,43.3,19.4,7,5.4,13.9,20.3,101.0
NBA,2008,Philadelphia 76ers,PHI,82,2997,6532,0.46,341,1072,0.32,1652,2216,0.75,1039,2336,3375,1647,658,415,1157,1650,7987,36.5,79.7,0.46,4.2,13.1,0.32,20.1,27.0,0.75,12.7,28.5,41.2,20.1,8,5.1,14.1,20.1,97.4
NBA,2008,Phoenix Suns,PHO,82,3373,6695,0.5,553,1445,0.38,1675,2251,0.74,900,2520,3420,1905,589,420,1288,1691,8974,41.1,81.6,0.5,6.7,17.6,0.38,20.4,27.5,0.74,11,30.7,41.7,23.2,7.2,5.1,15.7,20.6,109.4
NBA,2008,Portland Trail Blazers,POR,82,3018,6494,0.46,596,1555,0.38,1521,1988,0.77,1060,2360,3420,1667,550,402,1055,1671,8153,36.8,79.2,0.46,7.3,19,0.38,18.5,24.2,0.77,12.9,28.8,41.7,20.3,6.7,4.9,12.9,20.4,99.4
NBA,2008,Sacramento Kings,SAC,82,2990,6685,0.45,586,1594,0.37,1682,2107,0.8,840,2366,3206,1619,569,349,1266,1910,8248,36.5,81.5,0.45,7.1,19.4,0.37,20.5,25.7,0.8,10.2,28.9,39.1,19.7,6.9,4.3,15.4,23.3,100.6
NBA,2008,San Antonio Spurs,SAS,82,3042,6534,0.47,625,1620,0.39,1249,1641,0.76,728,2638,3366,1736,474,329,963,1546,7958,37.1,79.7,0.47,7.6,19.8,0.39,15.2,20.0,0.76,8.9,32.2,41,21.2,5.8,4,11.7,18.9,97.0
NBA,2008,Toronto Raptors,TOR,82,3054,6673,0.46,479,1289,0.37,1534,1861,0.82,802,2513,3315,1835,523,390,1098,1593,8121,37.2,81.4,0.46,5.8,15.7,0.37,18.7,22.7,0.82,9.8,30.6,40.4,22.4,6.4,4.8,13.4,19.4,99.0
NBA,2008,Utah Jazz,UTA,82,3143,6623,0.47,392,1122,0.35,1814,2352,0.77,940,2423,3363,2024,719,374,1210,1830,8492,38.3,80.8,0.47,4.8,13.7,0.35,22.1,28.7,0.77,11.5,29.5,41,24.7,8.8,4.6,14.8,22.3,103.6
NBA,2008,Washington Wizards,WAS,82,2994,6655,0.45,395,1198,0.33,1494,1948,0.77,956,2330,3286,1641,619,365,1146,1679,7877,36.5,81.2,0.45,4.8,14.6,0.33,18.2,23.8,0.77,11.7,28.4,40.1,20.0,7.5,4.5,14,20.5,96.1
NBA,2009,Atlanta Hawks,ATL,82,3181,6801,0.47,524,1455,0.36,1452,1914,0.76,969,2451,3420,1789,592,413,980,1632,8338,38.8,82.9,0.47,6.4,17.7,0.36,17.7,23.3,0.76,11.8,29.9,41.7,21.8,7.2,5,12,19.9,101.7
NBA,2009,Boston Celtics,BOS,82,3039,6294,0.48,499,1433,0.35,1559,2090,0.75,716,2449,3165,1930,701,402,1219,1816,8136,37.1,76.8,0.48,6.1,17.5,0.35,19.0,25.5,0.75,8.7,29.9,38.6,23.5,8.5,4.9,14.9,22.1,99.2
NBA,2009,Brooklyn Nets,NJN,82,2813,6554,0.43,377,1185,0.32,1572,2015,0.78,897,2358,3255,1540,573,393,1182,1643,7575,34.3,79.9,0.43,4.6,14.5,0.32,19.2,24.6,0.78,10.9,28.8,39.7,18.8,7,4.8,14.4,20.0,92.4
NBA,2009,Charlotte Hornets,CHA,82,2858,6306,0.45,460,1331,0.35,1637,2180,0.75,858,2490,3348,1658,632,446,1290,1597,7813,34.9,76.9,0.45,5.6,16.2,0.35,20.0,26.6,0.75,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,95.3
NBA,2009,Chicago Bulls,CHI,82,3081,6825,0.45,352,1066,0.33,1479,1962,0.75,937,2715,3652,1704,531,478,1175,1648,7993,37.6,83.2,0.45,4.3,13,0.33,18.0,23.9,0.75,11.4,33.1,44.5,20.8,6.5,5.8,14.3,20.1,97.5
NBA,2009,Cleveland Cavaliers,CLE,82,3101,6391,0.49,602,1582,0.38,1569,2180,0.72,791,2692,3483,1835,564,425,1137,1591,8373,37.8,77.9,0.49,7.3,19.3,0.38,19.1,26.6,0.72,9.6,32.8,42.5,22.4,6.9,5.2,13.9,19.4,102.1
NBA,2009,Dallas Mavericks,DAL,82,3140,6760,0.46,558,1498,0.37,1526,1870,0.82,834,2586,3420,1917,624,449,1059,1563,8364,38.3,82.4,0.46,6.8,18.3,0.37,18.6,22.8,0.82,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,102.0
NBA,2009,Denver Nuggets,DEN,82,3124,6678,0.47,544,1517,0.36,1937,2508,0.77,889,2505,3394,1719,683,417,1136,1844,8729,38.1,81.4,0.47,6.6,18.5,0.36,23.6,30.6,0.77,10.8,30.5,41.4,21.0,8.3,5.1,13.9,22.5,106.5
NBA,2009,Detroit Pistons,DET,82,2940,6602,0.45,374,1190,0.31,1455,1998,0.73,1053,2242,3295,1591,596,313,1100,1822,7709,35.9,80.5,0.45,4.6,14.5,0.31,17.7,24.4,0.73,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,94.0
NBA,2009,Golden State Warriors,GSW,82,3329,7094,0.47,633,1687,0.38,1631,2085,0.78,753,2397,3150,1839,761,340,1204,1886,8922,40.6,86.5,0.47,7.7,20.6,0.38,19.9,25.4,0.78,9.2,29.2,38.4,22.4,9.3,4.1,14.7,23.0,108.8
NBA,2009,Houston Rockets,HOU,82,3094,6923,0.45,646,1838,0.35,1561,2022,0.77,971,2471,3442,1790,583,318,1188,1712,8395,37.7,84.4,0.45,7.9,22.4,0.35,19.0,24.7,0.77,11.8,30.1,42,21.8,7.1,3.9,14.5,20.9,102.4
NBA,2009,Indiana Pacers,IND,82,3020,6823,0.44,659,1896,0.35,1564,2019,0.77,785,2618,3403,1730,585,439,1232,1848,8263,36.8,83.2,0.44,8,23.1,0.35,19.1,24.6,0.77,9.6,31.9,41.5,21.1,7.1,5.4,15,22.5,100.8
NBA,2009,Los Angeles Clippers,LAC,82,3002,6601,0.45,483,1457,0.33,1362,1867,0.73,927,2502,3429,1810,532,466,1285,1581,7849,36.6,80.5,0.45,5.9,17.8,0.33,16.6,22.8,0.73,11.3,30.5,41.8,22.1,6.5,5.7,15.7,19.3,95.7
NBA,2009,Los Angeles Lakers,LAL,82,3144,6875,0.46,532,1562,0.34,1519,1985,0.77,973,2662,3635,1730,612,400,1096,1592,8339,38.3,83.8,0.46,6.5,19,0.34,18.5,24.2,0.77,11.9,32.5,44.3,21.1,7.5,4.9,13.4,19.4,101.7
NBA,2009,Memphis Grizzlies,MEM,82,3223,6875,0.47,344,1020,0.34,1614,2202,0.73,1070,2496,3566,1543,645,399,1248,1655,8404,39.3,83.8,0.47,4.2,12.4,0.34,19.7,26.9,0.73,13,30.4,43.5,18.8,7.9,4.9,15.2,20.2,102.5
NBA,2009,Miami Heat,MIA,82,2984,6518,0.46,494,1426,0.35,1452,1931,0.75,875,2553,3428,1548,605,457,1079,1710,7914,36.4,79.5,0.46,6,17.4,0.35,17.7,23.5,0.75,10.7,31.1,41.8,18.9,7.4,5.6,13.2,20.9,96.5
NBA,2009,Milwaukee Bucks,MIL,82,3050,6998,0.44,645,1813,0.36,1264,1675,0.75,965,2560,3525,1740,580,385,1085,1823,8009,37.2,85.3,0.44,7.9,22.1,0.36,15.4,20.4,0.75,11.8,31.2,43,21.2,7.1,4.7,13.2,22.2,97.7
NBA,2009,Minnesota Timberwolves,MIN,82,3106,6923,0.45,403,1181,0.34,1436,1926,0.75,962,2556,3518,1626,597,306,1333,1699,8051,37.9,84.4,0.45,4.9,14.4,0.34,17.5,23.5,0.75,11.7,31.2,42.9,19.8,7.3,3.7,16.3,20.7,98.2
NBA,2009,New Orleans Pelicans,NOH,82,3178,6842,0.46,571,1572,0.36,1293,1661,0.78,852,2450,3302,1828,625,300,1103,1606,8220,38.8,83.4,0.46,7,19.2,0.36,15.8,20.3,0.78,10.4,29.9,40.3,22.3,7.6,3.7,13.5,19.6,100.2
NBA,2009,New York Knicks,NYK,82,3127,6876,0.45,743,2145,0.35,1376,1759,0.78,836,2477,3313,1772,586,305,1148,1638,8373,38.1,83.9,0.45,9.1,26.2,0.35,16.8,21.5,0.78,10.2,30.2,40.4,21.6,7.1,3.7,14,20.0,102.1
NBA,2009,Oklahoma City Thunder,OCT,82,3063,6629,0.46,418,1229,0.34,1778,2210,0.8,960,2607,3567,1639,654,481,1227,1743,8322,37.4,80.8,0.46,5.1,15,0.34,21.7,27.0,0.8,11.7,31.8,43.5,20.0,8,5.9,15,21.3,101.5
NBA,2009,Orlando Magic,ORL,82,3005,6394,0.47,841,2241,0.38,1575,2176,0.72,810,2736,3546,1615,512,456,1155,1629,8426,36.6,78.0,0.47,10.3,27.3,0.38,19.2,26.5,0.72,9.9,33.4,43.2,19.7,6.2,5.6,14.1,19.9,102.8
NBA,2009,Philadelphia 76ers,PHI,82,3087,6706,0.46,474,1381,0.34,1366,1808,0.76,941,2421,3362,1723,667,439,1192,1677,8014,37.6,81.8,0.46,5.8,16.8,0.34,16.7,22.0,0.76,11.5,29.5,41,21.0,8.1,5.4,14.5,20.5,97.7
NBA,2009,Phoenix Suns,PHO,82,3339,6788,0.49,730,1770,0.41,1631,2117,0.77,910,2616,3526,1912,479,418,1210,1713,9039,40.7,82.8,0.49,8.9,21.6,0.41,19.9,25.8,0.77,11.1,31.9,43,23.3,5.8,5.1,14.8,20.9,110.2
NBA,2009,Portland Trail Blazers,POR,82,2974,6453,0.46,491,1388,0.35,1606,2033,0.79,913,2383,3296,1674,523,350,1012,1715,8045,36.3,78.7,0.46,6,16.9,0.35,19.6,24.8,0.79,11.1,29.1,40.2,20.4,6.4,4.3,12.3,20.9,98.1
NBA,2009,Sacramento Kings,SAC,82,3144,6895,0.46,482,1383,0.35,1430,1969,0.73,977,2518,3495,1679,564,366,1226,1827,8200,38.3,84.1,0.46,5.9,16.9,0.35,17.4,24.0,0.73,11.9,30.7,42.6,20.5,6.9,4.5,15,22.3,100.0
NBA,2009,San Antonio Spurs,SAS,82,3150,6659,0.47,554,1547,0.36,1458,1969,0.74,887,2621,3508,1829,516,381,1116,1669,8312,38.4,81.2,0.47,6.8,18.9,0.36,17.8,24.0,0.74,10.8,32,42.8,22.3,6.3,4.6,13.6,20.4,101.4
NBA,2009,Toronto Raptors,TOR,82,3199,6631,0.48,518,1397,0.37,1618,2118,0.76,806,2507,3313,1804,469,384,1100,1819,8534,39.0,80.9,0.48,6.3,17,0.37,19.7,25.8,0.76,9.8,30.6,40.4,22.0,5.7,4.7,13.4,22.2,104.1
NBA,2009,Utah Jazz,UTA,82,3227,6575,0.49,439,1207,0.36,1654,2233,0.74,872,2588,3460,2187,675,400,1246,1859,8547,39.4,80.2,0.49,5.4,14.7,0.36,20.2,27.2,0.74,10.6,31.6,42.2,26.7,8.2,4.9,15.2,22.7,104.2
NBA,2009,Washington Wizards,WAS,82,3008,6700,0.45,432,1225,0.35,1444,1895,0.76,966,2458,3424,1557,493,421,1219,1752,7892,36.7,81.7,0.45,5.3,14.9,0.35,17.6,23.1,0.76,11.8,30,41.8,19.0,6,5.1,14.9,21.4,96.2
NBA,2010,Atlanta Hawks,ATL,82,2971,6429,0.46,502,1427,0.35,1346,1728,0.78,762,2460,3222,1802,497,341,1118,1554,7790,36.2,78.4,0.46,6.1,17.4,0.35,16.4,21.1,0.78,9.3,30,39.3,22.0,6.1,4.2,13.6,19.0,95.0
NBA,2010,Boston Celtics,BOS,82,3023,6219,0.49,408,1119,0.36,1459,1895,0.77,639,2542,3181,1921,676,344,1195,1678,7913,36.9,75.8,0.49,5,13.6,0.36,17.8,23.1,0.77,7.8,31,38.8,23.4,8.2,4.2,14.6,20.5,96.5
NBA,2010,Brooklyn Nets,NJN,82,2918,6638,0.44,459,1337,0.34,1427,1881,0.76,909,2440,3349,1723,458,384,1152,1807,7722,35.6,81.0,0.44,5.6,16.3,0.34,17.4,22.9,0.76,11.1,29.8,40.8,21.0,5.6,4.7,14,22.0,94.2
NBA,2010,Charlotte Hornets,CHA,82,2873,6365,0.45,393,1203,0.33,1511,1999,0.76,848,2444,3292,1728,524,433,1192,1637,7650,35.0,77.6,0.45,4.8,14.7,0.33,18.4,24.4,0.76,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20.0,93.3
NBA,2010,Chicago Bulls,CHI,82,3042,6587,0.46,511,1415,0.36,1492,2008,0.74,967,2654,3621,1827,592,468,1161,1639,8087,37.1,80.3,0.46,6.2,17.3,0.36,18.2,24.5,0.74,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20.0,98.6
NBA,2010,Cleveland Cavaliers,CLE,82,2886,6647,0.43,509,1489,0.34,1546,2075,0.75,856,2449,3305,1720,544,341,1166,1648,7827,35.2,81.1,0.43,6.2,18.2,0.34,18.9,25.3,0.75,10.4,29.9,40.3,21.0,6.6,4.2,14.2,20.1,95.5
NBA,2010,Dallas Mavericks,DAL,82,3069,6463,0.47,645,1768,0.36,1437,1850,0.78,780,2618,3398,1954,557,352,1145,1575,8220,37.4,78.8,0.47,7.9,21.6,0.36,17.5,22.6,0.78,9.5,31.9,41.4,23.8,6.8,4.3,14,19.2,100.2
NBA,2010,Denver Nuggets,DEN,82,3145,6613,0.48,662,1704,0.39,1859,2429,0.77,791,2652,3443,1813,605,352,1157,1719,8811,38.4,80.6,0.48,8.1,20.8,0.39,22.7,29.6,0.77,9.6,32.3,42,22.1,7.4,4.3,14.1,21.0,107.5
NBA,2010,Detroit Pistons,DET,82,3056,6647,0.46,472,1256,0.38,1367,1854,0.74,931,2236,3167,1730,595,328,1067,1629,7951,37.3,81.1,0.46,5.8,15.3,0.38,16.7,22.6,0.74,11.4,27.3,38.6,21.1,7.3,4,13,19.9,97.0
NBA,2010,Golden State Warriors,GSW,82,3251,7047,0.46,685,1749,0.39,1290,1695,0.76,955,2370,3325,1847,737,406,1198,1806,8477,39.6,85.9,0.46,8.4,21.3,0.39,15.7,20.7,0.76,11.6,28.9,40.5,22.5,9,5,14.6,22.0,103.4
NBA,2010,Houston Rockets,HOU,82,3170,6975,0.45,677,1843,0.37,1668,2083,0.8,962,2549,3511,1955,581,371,1110,1641,8685,38.7,85.1,0.45,8.3,22.5,0.37,20.3,25.4,0.8,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20.0,105.9
NBA,2010,Indiana Pacers,IND,82,3003,6787,0.44,585,1653,0.35,1592,2035,0.78,914,2657,3571,1611,584,456,1262,1782,8183,36.6,82.8,0.44,7.1,20.2,0.35,19.4,24.8,0.78,11.1,32.4,43.5,19.6,7.1,5.6,15.4,21.7,99.8
NBA,2010,Los Angeles Clippers,LAC,82,3015,6594,0.46,513,1519,0.34,1546,2187,0.71,955,2501,3456,1813,585,402,1343,1733,8089,36.8,80.4,0.46,6.3,18.5,0.34,18.9,26.7,0.71,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,98.6
NBA,2010,Los Angeles Lakers,LAL,82,3128,6757,0.46,524,1487,0.35,1541,1979,0.78,989,2616,3605,1801,602,422,1073,1555,8321,38.1,82.4,0.46,6.4,18.1,0.35,18.8,24.1,0.78,12.1,31.9,44,22.0,7.3,5.1,13.1,19.0,101.5
NBA,2010,Memphis Grizzlies,MEM,82,3200,6801,0.47,309,926,0.33,1486,1981,0.75,970,2391,3361,1691,771,441,1145,1705,8195,39.0,82.9,0.47,3.8,11.3,0.33,18.1,24.2,0.75,11.8,29.2,41,20.6,9.4,5.4,14,20.8,99.9
NBA,2010,Miami Heat,MIA,82,3031,6301,0.48,547,1479,0.37,1760,2288,0.77,790,2666,3456,1639,544,430,1142,1674,8369,37.0,76.8,0.48,6.7,18,0.37,21.5,27.9,0.77,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,102.1
NBA,2010,Milwaukee Bucks,MIL,82,2814,6544,0.43,483,1414,0.34,1423,1881,0.76,862,2480,3342,1545,617,399,1103,1682,7534,34.3,79.8,0.43,5.9,17.2,0.34,17.4,22.9,0.76,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,91.9
NBA,2010,Minnesota Timberwolves,MIN,82,3090,7014,0.44,589,1565,0.38,1519,1977,0.77,1085,2556,3641,1650,592,422,1398,1825,8288,37.7,85.5,0.44,7.2,19.1,0.38,18.5,24.1,0.77,13.2,31.2,44.4,20.1,7.2,5.1,17,22.3,101.1
NBA,2010,New Orleans Pelicans,NOH,82,2944,6416,0.46,444,1232,0.36,1452,1897,0.77,824,2468,3292,1691,624,359,1069,1719,7784,35.9,78.2,0.46,5.4,15,0.36,17.7,23.1,0.77,10,30.1,40.1,20.6,7.6,4.4,13,21.0,94.9
NBA,2010,New York Knicks,NYK,82,3140,6867,0.46,765,2081,0.37,1689,2087,0.81,847,2470,3317,1757,625,475,1123,1743,8734,38.3,83.7,0.46,9.3,25.4,0.37,20.6,25.5,0.81,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,106.5
NBA,2010,Oklahoma City Thunder,OCT,82,3066,6609,0.46,487,1403,0.35,1977,2401,0.82,903,2604,3507,1672,654,487,1156,1836,8596,37.4,80.6,0.46,5.9,17.1,0.35,24.1,29.3,0.82,11,31.8,42.8,20.4,8,5.9,14.1,22.4,104.8
NBA,2010,Orlando Magic,ORL,82,2956,6411,0.46,770,2103,0.37,1453,2101,0.69,864,2679,3543,1636,548,384,1224,1640,8135,36.0,78.2,0.46,9.4,25.6,0.37,17.7,25.6,0.69,10.5,32.7,43.2,20.0,6.7,4.7,14.9,20.0,99.2
NBA,2010,Philadelphia 76ers,PHI,82,3125,6776,0.46,443,1248,0.35,1426,1851,0.77,850,2578,3428,1861,621,355,1063,1592,8119,38.1,82.6,0.46,5.4,15.2,0.35,17.4,22.6,0.77,10.4,31.4,41.8,22.7,7.6,4.3,13,19.4,99.0
NBA,2010,Phoenix Suns,PHO,82,3219,6844,0.47,701,1857,0.38,1472,1939,0.76,821,2478,3299,1945,545,357,1169,1666,8611,39.3,83.5,0.47,8.5,22.6,0.38,18.0,23.6,0.76,10,30.2,40.2,23.7,6.6,4.4,14.3,20.3,105.0
NBA,2010,Portland Trail Blazers,POR,82,2951,6599,0.45,518,1503,0.34,1476,1835,0.8,996,2230,3226,1736,660,358,1070,1585,7896,36.0,80.5,0.45,6.3,18.3,0.34,18.0,22.4,0.8,12.1,27.2,39.3,21.2,8,4.4,13,19.3,96.3
NBA,2010,Sacramento Kings,SAC,82,3134,6979,0.45,428,1277,0.34,1455,1981,0.73,1071,2526,3597,1675,608,391,1324,1805,8151,38.2,85.1,0.45,5.2,15.6,0.34,17.7,24.2,0.73,13.1,30.8,43.9,20.4,7.4,4.8,16.1,22.0,99.4
NBA,2010,San Antonio Spurs,SAS,82,3148,6628,0.47,685,1727,0.4,1521,1984,0.77,829,2603,3432,1836,602,372,1101,1556,8502,38.4,80.8,0.47,8.4,21.1,0.4,18.5,24.2,0.77,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19.0,103.7
NBA,2010,Toronto Raptors,TOR,82,3144,6755,0.47,345,1091,0.32,1491,1976,0.75,963,2343,3306,1795,581,350,1206,1807,8124,38.3,82.4,0.47,4.2,13.3,0.32,18.2,24.1,0.75,11.7,28.6,40.3,21.9,7.1,4.3,14.7,22.0,99.1
NBA,2010,Utah Jazz,UTA,82,3064,6590,0.46,435,1256,0.35,1590,2061,0.77,898,2338,3236,1921,629,484,1175,1865,8153,37.4,80.4,0.46,5.3,15.3,0.35,19.4,25.1,0.77,11,28.5,39.5,23.4,7.7,5.9,14.3,22.7,99.4
NBA,2010,Washington Wizards,WAS,82,3048,6888,0.44,392,1182,0.33,1489,1999,0.74,1013,2374,3387,1592,665,502,1258,1850,7977,37.2,84.0,0.44,4.8,14.4,0.33,18.2,24.4,0.74,12.4,29,41.3,19.4,8.1,6.1,15.3,22.6,97.3
NBA,2011,Atlanta Hawks,ATL,66,2429,5348,0.45,492,1330,0.37,1025,1385,0.74,652,2066,2718,1481,536,303,921,1178,6375,36.8,81.0,0.45,7.5,20.2,0.37,15.5,21.0,0.74,9.9,31.3,41.2,22.4,8.1,4.6,14,17.8,96.6
NBA,2011,Boston Celtics,BOS,66,2341,5086,0.46,363,988,0.37,1017,1308,0.78,509,2051,2560,1557,498,362,979,1315,6062,35.5,77.1,0.46,5.5,15,0.37,15.4,19.8,0.78,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,91.8
NBA,2011,Brooklyn Nets,NJN,66,2262,5320,0.43,507,1481,0.34,1113,1433,0.78,783,1879,2662,1311,493,260,995,1268,6144,34.3,80.6,0.43,7.7,22.4,0.34,16.9,21.7,0.78,11.9,28.5,40.3,19.9,7.5,3.9,15.1,19.2,93.1
NBA,2011,Charlotte Hornets,CHA,66,2193,5293,0.41,263,892,0.29,1090,1462,0.75,677,1894,2571,1326,397,361,957,1249,5739,33.2,80.2,0.41,4,13.5,0.29,16.5,22.2,0.75,10.3,28.7,39,20.1,6,5.5,14.5,18.9,87.0
NBA,2011,Chicago Bulls,CHI,66,2467,5462,0.45,419,1117,0.38,1006,1394,0.72,915,2165,3080,1527,456,388,923,1139,6359,37.4,82.8,0.45,6.3,16.9,0.38,15.2,21.1,0.72,13.9,32.8,46.7,23.1,6.9,5.9,14,17.3,96.3
NBA,2011,Cleveland Cavaliers,CLE,66,2261,5360,0.42,440,1273,0.35,1178,1645,0.72,841,1949,2790,1308,466,262,1017,1317,6140,34.3,81.2,0.42,6.7,19.3,0.35,17.8,24.9,0.72,12.7,29.5,42.3,19.8,7.1,4,15.4,20.0,93.0
NBA,2011,Dallas Mavericks,DAL,66,2398,5412,0.44,497,1464,0.34,1029,1334,0.77,665,2157,2822,1380,565,337,926,1226,6322,36.3,82.0,0.44,7.5,22.2,0.34,15.6,20.2,0.77,10.1,32.7,42.8,20.9,8.6,5.1,14,18.6,95.8
NBA,2011,Denver Nuggets,DEN,66,2572,5404,0.48,435,1311,0.33,1293,1760,0.73,738,2105,2843,1581,540,330,1015,1297,6872,39.0,81.9,0.48,6.6,19.9,0.33,19.6,26.7,0.73,11.2,31.9,43.1,24.0,8.2,5,15.4,19.7,104.1
NBA,2011,Detroit Pistons,DET,66,2291,5232,0.44,317,916,0.35,1098,1461,0.75,775,1882,2657,1232,460,278,1033,1293,5997,34.7,79.3,0.44,4.8,13.9,0.35,16.6,22.1,0.75,11.7,28.5,40.3,18.7,7,4.2,15.7,19.6,90.9
NBA,2011,Golden State Warriors,GSW,66,2489,5443,0.46,524,1351,0.39,951,1235,0.77,640,1947,2587,1470,528,362,915,1410,6453,37.7,82.5,0.46,7.9,20.5,0.39,14.4,18.7,0.77,9.7,29.5,39.2,22.3,8,5.5,13.9,21.4,97.8
NBA,2011,Houston Rockets,HOU,66,2489,5543,0.45,478,1330,0.36,1018,1301,0.78,769,2014,2783,1404,496,319,955,1347,6474,37.7,84.0,0.45,7.2,20.2,0.36,15.4,19.7,0.78,11.7,30.5,42.2,21.3,7.5,4.8,14.5,20.4,98.1
NBA,2011,Indiana Pacers,IND,66,2354,5375,0.44,392,1064,0.37,1349,1724,0.78,826,2070,2896,1228,523,357,925,1430,6449,35.7,81.4,0.44,5.9,16.1,0.37,20.4,26.1,0.78,12.5,31.4,43.9,18.6,7.9,5.4,14,21.7,97.7
