League,Y,Franchise,Team,G,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,avgFGM,avgFGA,avgFG%,avg3FGM,avg3FGA,avg3FG%,avgFTM,avgFTA,avgFT%,avgOFF,avgDEF,avgREB,avgAST,avgSTL,avgBLK,avgTO,avgPF,avgPTS,Column1,impliedFGM,impliedFGA,impliedFG%,implied3FGM,implied3FGA,implied3FG%,impliedFTM,impliedFTA,impliedFT%,impliedREB,impliedAST,impliedSTL,impliedBLK,impliedTO,impliedPF,impliedPTS
NBA,2006,Boston Celtics,BOS,82,2858,6454,0.44,471,1283,0.37,1670,2178,0.77,918,2391,3309,1630,589,382,1350,1971,7857,34.9,78.7,0.44,5.7,15.6,0.37,20.4,26.6,0.77,11.2,29.2,40.4,19.9,7.2,4.7,16.5,24.0,95.8,111,2838,6405,0.443091334894614,471,1283,0.367108339828527,1665,2171,0.766927683095348,3254,1625,580,366,1267,1917,7812
NBA,2006,Brooklyn Nets,NJN,82,2913,6379,0.46,609,1676,0.36,1566,2153,0.73,822,2525,3347,1962,499,273,1212,1869,8001,35.5,77.8,0.46,7.4,20.4,0.36,19.1,26.3,0.73,10,30.8,40.8,23.9,6.1,3.3,14.8,22.8,97.6,914,2811,6197,0.453606583830886,609,1676,0.363365155131265,1506,2045,0.736430317848411,3164,1950,484,251,1121,1770,7737
NBA,2006,Charlotte Hornets,CHA,82,2960,6643,0.45,457,1280,0.36,1568,2136,0.73,920,2346,3266,1836,638,369,1224,1985,7945,36.1,81.0,0.45,5.6,15.6,0.36,19.1,26.0,0.73,11.2,28.6,39.8,22.4,7.8,4.5,14.9,24.2,96.9,155,2357,5429,0.434149935531405,457,1276,0.358150470219436,1228,1602,0.766541822721598,2100,1673,530,158,934,1414,6399
NBA,2006,Chicago Bulls,CHI,82,3046,6663,0.46,480,1237,0.39,1528,2083,0.73,984,2597,3581,1832,639,445,1310,1908,8100,37.1,81.3,0.46,5.9,15.1,0.39,18.6,25.4,0.73,12,31.7,43.7,22.3,7.8,5.4,16,23.3,98.8,204,2984,6521,0.457598527833154,480,1237,0.388035569927243,1491,2017,0.73921665840357,3456,1797,630,434,1217,1825,7939
NBA,2006,Cleveland Cavaliers,CLE,82,2978,6658,0.45,494,1404,0.35,1484,2133,0.7,1039,2529,3568,1708,625,353,1177,1781,7934,36.3,81.2,0.45,6,17.1,0.35,18.1,26.0,0.7,12.7,30.8,43.5,20.8,7.6,4.3,14.4,21.7,96.8,257,2967,6631,0.447443824460866,494,1404,0.351851851851852,1479,2123,0.696655675930287,3531,1705,621,352,1121,1751,7907
NBA,2006,Dallas Mavericks,DAL,82,3010,6442,0.47,535,1404,0.38,1646,2045,0.8,920,2515,3435,1632,560,408,1140,1837,8201,36.7,78.6,0.47,6.5,17.1,0.38,20.1,24.9,0.8,11.2,30.7,41.9,19.9,6.8,5,13.9,22.4,100.0,300,2720,5916,0.459770114942529,524,1375,0.381090909090909,1490,1797,0.829159710628826,2781,1503,514,319,921,1494,7454
NBA,2006,Denver Nuggets,DEN,82,3164,6805,0.46,484,1440,0.34,1827,2449,0.75,1001,2558,3559,1920,678,435,1352,1756,8639,38.6,83.0,0.46,5.9,17.6,0.34,22.3,29.9,0.75,12.2,31.2,43.4,23.4,8.3,5.3,16.5,21.4,105.4,347,2152,4576,0.47027972027972,341,1027,0.332035053554041,1180,1556,0.758354755784062,2610,827,424,388,782,1347,5825
NBA,2006,Detroit Pistons,DET,82,2942,6484,0.45,449,1305,0.34,1539,1988,0.77,948,2374,3322,1768,583,472,1001,1672,7872,35.9,79.1,0.45,5.5,15.9,0.34,18.8,24.2,0.77,11.6,29,40.5,21.6,7.1,5.8,12.2,20.4,96.0,400,2165,4946,0.43772745653053,447,1299,0.344110854503464,1217,1463,0.831852358168148,1969,1529,408,246,698,1011,5994
NBA,2006,Golden State Warriors,GSW,82,3261,7048,0.46,700,1967,0.36,1515,2113,0.72,940,2456,3396,1950,750,466,1309,1933,8737,39.8,86.0,0.46,8.5,24,0.36,18.5,25.8,0.72,11.5,30,41.4,23.8,9.1,5.7,16,23.6,106.5,450,1942,4313,0.450266635752377,489,1389,0.352051835853132,930,1283,0.724863600935308,1570,1257,476,188,759,1005,5303
NBA,2006,Houston Rockets,HOU,82,2906,6528,0.45,705,1893,0.37,1436,1906,0.75,880,2673,3553,1704,583,337,1162,1710,7953,35.4,79.6,0.45,8.6,23.1,0.37,17.5,23.2,0.75,10.7,32.6,43.3,20.8,7.1,4.1,14.2,20.9,97.0,494,2296,5304,0.432880844645551,697,1864,0.373927038626609,1148,1516,0.757255936675462,1989,1502,457,231,890,1018,6437
NBA,2006,Indiana Pacers,IND,82,2872,6561,0.44,481,1389,0.35,1615,2125,0.76,990,2441,3431,1680,599,447,1335,1912,7840,35.0,80.0,0.44,5.9,16.9,0.35,19.7,25.9,0.76,12.1,29.8,41.8,20.5,7.3,5.5,16.3,23.3,95.6,546,1828,4203,0.434927432786105,277,817,0.339045287637699,1052,1412,0.745042492917847,2338,1153,440,353,842,1221,4985
NBA,2006,Los Angeles Clippers,LAC,82,2880,6318,0.46,314,903,0.35,1769,2245,0.79,888,2484,3372,1762,596,472,1239,1858,7843,35.1,77.0,0.46,3.8,11,0.35,21.6,27.4,0.79,10.8,30.3,41.1,21.5,7.3,5.8,15.1,22.7,95.6,594,2772,6060,0.457425742574257,309,875,0.353142857142857,1730,2195,0.788154897494305,3239,1650,549,466,1137,1761,7583
NBA,2006,Los Angeles Lakers,LAL,82,3103,6664,0.47,608,1724,0.35,1660,2221,0.75,886,2495,3381,1850,600,421,1273,1889,8474,37.8,81.3,0.47,7.4,21,0.35,20.2,27.1,0.75,10.8,30.4,41.2,22.6,7.3,5.1,15.5,23.0,103.3,649,3092,6647,0.465172258161577,608,1724,0.352668213457077,1660,2221,0.747411076091851,3363,1837,596,421,1225,1875,8452
NBA,2006,Memphis Grizzlies,MEM,82,2998,6448,0.46,500,1362,0.37,1835,2410,0.76,866,2375,3241,1680,564,407,1343,1827,8331,36.6,78.6,0.46,6.1,16.6,0.37,22.4,29.4,0.76,10.6,29,39.5,20.5,6.9,5,16.4,22.3,101.6,674,2829,6071,0.465985834294185,478,1284,0.372274143302181,1718,2232,0.769713261648746,2924,1627,509,359,1200,1599,7854
NBA,2006,Miami Heat,MIA,82,2919,6288,0.46,528,1539,0.34,1393,2019,0.69,817,2526,3343,1681,566,442,1201,1749,7759,35.6,76.7,0.46,6.4,18.8,0.34,17.0,24.6,0.69,10,30.8,40.8,20.5,6.9,5.4,14.6,21.3,94.6,708,2268,5090,0.445579567779961,472,1391,0.339324227174694,1045,1369,0.763330898466034,2556,1504,497,201,891,1308,6053
NBA,2006,Milwaukee Bucks,MIL,82,3121,6714,0.46,524,1472,0.36,1406,1919,0.73,941,2272,3213,1771,587,224,1240,1821,8172,38.1,81.9,0.46,6.4,18,0.36,17.1,23.4,0.73,11.5,27.7,39.2,21.6,7.2,2.7,15.1,22.2,99.7,758,2766,5888,0.46976902173913,451,1275,0.353725490196078,1244,1694,0.734356552538371,2631,1455,522,151,1005,1467,7227
NBA,2006,Minnesota Timberwolves,MIN,82,2997,6503,0.46,384,1089,0.35,1499,1892,0.79,819,2474,3293,1848,532,325,1278,1758,7877,36.5,79.3,0.46,4.7,13.3,0.35,18.3,23.1,0.79,10,30.2,40.2,22.5,6.5,4,15.6,21.4,96.1,803,2934,6353,0.46182905713836,384,1089,0.352617079889807,1458,1833,0.795417348608838,3160,1821,517,312,1189,1614,7710
NBA,2006,New Orleans Pelicans,NOH,82,2971,6674,0.45,455,1256,0.36,1436,1941,0.74,1025,2512,3537,1537,522,347,1187,1620,7833,36.2,81.4,0.45,5.5,15.3,0.36,17.5,23.7,0.74,12.5,30.6,43.1,18.7,6.4,4.2,14.5,19.8,95.5,927,2441,5517,0.442450607214066,455,1256,0.362261146496815,1166,1518,0.768115942028985,2936,1400,450,276,870,1292,6503
NBA,2006,New York Knicks,NYK,82,2903,6356,0.46,474,1370,0.35,1714,2396,0.72,1032,2516,3548,1532,543,260,1405,1932,7994,35.4,77.5,0.46,5.8,16.7,0.35,20.9,29.2,0.72,12.6,30.7,43.3,18.7,6.6,3.2,17.1,23.6,97.5,990,2622,5849,0.448281757565396,474,1370,0.345985401459854,1553,2187,0.71010516689529,2840,1424,484,211,1210,1690,7271
NBA,2006,Oklahoma City Thunder,SEA,82,3047,6628,0.46,525,1451,0.36,1511,1911,0.79,928,2322,3250,1695,631,301,1268,1801,8130,37.2,80.8,0.46,6.4,17.7,0.36,18.4,23.3,0.79,11.3,28.3,39.6,20.7,7.7,3.7,15.5,22.0,99.1,1333,2795,6121,0.456624734520503,525,1451,0.361819434872502,1443,1803,0.800332778702163,2861,1645,589,242,1086,1510,7558
NBA,2006,Orlando Magic,ORL,82,2875,6090,0.47,342,962,0.36,1679,2393,0.7,920,2418,3338,1525,565,416,1392,1904,7771,35.1,74.3,0.47,4.2,11.7,0.36,20.5,29.2,0.7,11.2,29.5,40.7,18.6,6.9,5.1,17,23.2,94.8,1042,2840,6036,0.470510271703115,342,962,0.355509355509356,1666,2371,0.702657106706031,3229,1507,548,410,1313,1845,7688
NBA,2006,Philadelphia 76ers,PHI,82,2932,6408,0.46,284,823,0.35,1637,2135,0.77,899,2353,3252,1669,590,390,1258,1671,7785,35.8,78.1,0.46,3.5,10,0.35,20.0,26.0,0.77,11,28.7,39.7,20.4,7.2,4.8,15.3,20.4,94.9,1104,1932,4258,0.453734147487083,269,742,0.362533692722372,1066,1367,0.779809802487198,1924,996,404,242,800,1122,5199
NBA,2006,Phoenix Suns,PHO,82,3388,6855,0.49,785,1965,0.4,1476,1827,0.81,737,2583,3320,2122,553,394,1189,1659,9037,41.3,83.6,0.49,9.6,24,0.4,18.0,22.3,0.81,9,31.5,40.5,25.9,6.7,4.8,14.5,20.2,110.2,1145,3388,6855,0.494237782640408,785,1965,0.399491094147583,1476,1827,0.807881773399015,3320,2122,553,394,1147,1659,9037
NBA,2006,Portland Trail Blazers,POR,82,2874,6392,0.45,426,1232,0.35,1543,2006,0.77,923,2299,3222,1513,555,380,1236,1931,7717,35.0,78.0,0.45,5.2,15,0.35,18.8,24.5,0.77,11.3,28,39.3,18.5,6.8,4.6,15.1,23.5,94.1,1189,2399,5340,0.449250936329588,367,1062,0.345574387947269,1315,1632,0.805759803921569,2419,1335,455,232,906,1403,6480
NBA,2006,Sacramento Kings,SAC,82,2941,6532,0.45,530,1513,0.35,1891,2473,0.76,797,2396,3193,1665,671,265,1194,1792,8303,35.9,79.7,0.45,6.5,18.5,0.35,23.1,30.2,0.76,9.7,29.2,38.9,20.3,8.2,3.2,14.6,21.9,101.3,1236,2918,6470,0.451004636785162,527,1507,0.349701393497014,1873,2449,0.764801959983667,3148,1650,664,264,1141,1750,8236
NBA,2006,San Antonio Spurs,SAS,82,2999,6328,0.47,595,1561,0.38,1486,1980,0.75,761,2577,3338,1814,587,417,1137,1588,8079,36.6,77.2,0.47,7.3,19,0.38,18.1,24.1,0.75,9.3,31.4,40.7,22.1,7.2,5.1,13.9,19.4,98.5,1278,2804,5958,0.470627727425311,587,1544,0.380181347150259,1433,1900,0.754210526315789,2920,1731,554,391,1000,1341,7628
NBA,2006,Toronto Raptors,TOR,82,3032,6547,0.46,531,1464,0.36,1562,1982,0.79,755,2480,3235,1822,581,321,1104,1672,8157,37.0,79.8,0.46,6.5,17.9,0.36,19.0,24.2,0.79,9.2,30.2,39.5,22.2,7.1,3.9,13.5,20.4,99.5,1392,2707,5788,0.467691776088459,468,1267,0.369376479873717,1378,1742,0.791044776119403,2850,1694,502,284,941,1403,7260
NBA,2006,Utah Jazz,UTA,82,3069,6471,0.47,354,1056,0.34,1830,2462,0.74,1030,2456,3486,2024,577,339,1277,2067,8322,37.4,78.9,0.47,4.3,12.9,0.34,22.3,30.0,0.74,12.6,30,42.5,24.7,7,4.1,15.6,25.2,101.5,1436,2320,5082,0.456513183785911,354,1056,0.335227272727273,1503,1978,0.759858442871587,2382,1733,488,308,988,1664,6497
NBA,2006,Washington Wizards,WAS,82,3070,6820,0.45,561,1614,0.35,1855,2425,0.76,998,2379,3377,1660,635,375,1133,1823,8556,37.4,83.2,0.45,6.8,19.7,0.35,22.6,29.6,0.76,12.2,29,41.2,20.2,7.7,4.6,13.8,22.2,104.3,1493,2703,6157,0.439012506090629,561,1614,0.347583643122677,1653,2053,0.805163175840234,2448,1575,573,187,910,1395,7620
NBA,2007,Atlanta Hawks,ATL,82,2975,6552,0.45,384,1078,0.36,1720,2227,0.77,1008,2454,3462,1804,600,448,1223,1673,8054,36.3,79.9,0.45,4.7,13.1,0.36,21.0,27.2,0.77,12.3,29.9,42.2,22.0,7.3,5.5,14.9,20.4,98.2,32,2549,5530,0.460940325497288,253,746,0.339142091152815,1577,2041,0.77266046055855,3068,1314,494,424,996,1394,6928
NBA,2007,Boston Celtics,BOS,82,2986,6286,0.48,596,1564,0.38,1677,2176,0.77,830,2615,3445,1833,696,379,1246,1864,8245,36.4,76.7,0.48,7.3,19.1,0.38,20.5,26.5,0.77,10.1,31.9,42.0,22.4,8.5,4.6,15.2,22.7,100.5,112,2817,5912,0.47648849797023,587,1542,0.380674448767834,1542,1979,0.779181404749874,3169,1767,653,350,1092,1632,7763
NBA,2007,Brooklyn Nets,NJN,82,2856,6450,0.44,498,1430,0.35,1647,2237,0.74,913,2520,3433,1925,521,390,1229,1855,7857,34.8,78.7,0.44,6.1,17.4,0.35,20.1,27.3,0.74,11.1,30.7,41.9,23.5,6.4,4.8,15,22.6,95.8,915,1725,3927,0.439266615737204,346,961,0.360041623309053,1155,1450,0.796551724137931,1423,969,275,97,622,864,4951
NBA,2007,Charlotte Hornets,CHA,82,2960,6554,0.45,529,1443,0.37,1510,2115,0.71,892,2440,3332,1748,614,402,1204,1777,7959,36.1,79.9,0.45,6.5,17.6,0.37,18.4,25.8,0.71,10.9,29.8,40.6,21.3,7.5,4.9,14.7,21.7,97.1,156,2099,4856,0.432248764415157,520,1417,0.36697247706422,1120,1467,0.76346284935242,1744,1571,492,160,809,1119,5838
NBA,2007,Chicago Bulls,CHI,82,2987,6861,0.44,474,1305,0.36,1533,2029,0.76,1050,2478,3528,1811,635,429,1197,1784,7981,36.4,83.7,0.44,5.8,15.9,0.36,18.7,24.7,0.76,12.8,30.2,43.0,22.1,7.7,5.2,14.6,21.8,97.3,205,2402,5469,0.439202779301518,447,1218,0.366995073891626,1251,1610,0.777018633540373,2522,1531,476,283,957,1452,6502
NBA,2007,Cleveland Cavaliers,CLE,82,2937,6697,0.44,552,1544,0.36,1477,2061,0.72,1092,2563,3655,1640,579,427,1145,1712,7903,35.8,81.7,0.44,6.7,18.8,0.36,18.0,25.1,0.72,13.3,31.3,44.6,20.0,7.1,5.2,14,20.9,96.4,258,2093,4663,0.448852669954965,425,1169,0.363558597091531,1096,1528,0.717277486910995,2430,1276,376,284,742,1154,5707
NBA,2007,Dallas Mavericks,DAL,82,3025,6515,0.46,494,1403,0.35,1690,2075,0.81,883,2643,3526,1720,490,402,1037,1786,8234,36.9,79.5,0.46,6,17.1,0.35,20.6,25.3,0.81,10.8,32.2,43.0,21.0,6,4.9,12.6,21.8,100.4,301,2338,5145,0.454421768707483,419,1219,0.343724364232978,1337,1579,0.846738442051932,2195,1059,307,201,622,1012,6432
NBA,2007,Denver Nuggets,DEN,82,3307,7038,0.47,569,1605,0.35,1891,2519,0.75,918,2698,3616,2024,752,551,1203,1731,9074,40.3,85.8,0.47,6.9,19.6,0.35,23.1,30.7,0.75,11.2,32.9,44.1,24.7,9.2,6.7,14.7,21.1,110.7,348,3242,6875,0.471563636363636,556,1559,0.356638871071199,1847,2455,0.75234215885947,3514,1999,739,538,1138,1643,8887
NBA,2007,Detroit Pistons,DET,82,2999,6551,0.46,487,1330,0.37,1507,1965,0.77,974,2423,3397,1831,583,472,956,1688,7992,36.6,79.9,0.46,5.9,16.2,0.37,18.4,24.0,0.77,11.9,29.5,41.4,22.3,7.1,5.8,11.7,20.6,97.5,401,2713,5954,0.455660060463554,457,1231,0.371242891957758,1400,1787,0.783435926133184,2912,1675,529,358,787,1396,7283
NBA,2007,Golden State Warriors,GSW,82,3403,7406,0.46,761,2185,0.35,1538,2044,0.75,1045,2496,3541,1833,744,377,1082,1875,9105,41.5,90.3,0.46,9.3,26.6,0.35,18.8,24.9,0.75,12.7,30.4,43.2,22.4,9.1,4.6,13.2,22.9,111.0,451,2958,6658,0.444277560829078,761,2185,0.348283752860412,1382,1792,0.771205357142857,2593,1722,671,234,942,1495,8059
NBA,2007,Houston Rockets,HOU,82,3003,6698,0.45,583,1707,0.34,1342,1848,0.73,1002,2659,3661,1757,598,420,1125,1609,7931,36.6,81.7,0.45,7.1,20.8,0.34,16.4,22.5,0.73,12.2,32.4,44.6,21.4,7.3,5.1,13.7,19.6,96.7,495,2596,5727,0.453291426575869,521,1504,0.346409574468085,1135,1540,0.737012987012987,3062,1545,504,343,915,1344,6848
NBA,2007,Indiana Pacers,IND,82,3102,6993,0.44,755,2021,0.37,1568,2042,0.77,904,2633,3537,1864,623,412,1236,1921,8527,37.8,85.3,0.44,9.2,24.6,0.37,19.1,24.9,0.77,11,32.1,43.1,22.7,7.6,5,15.1,23.4,104.0,547,2851,6460,0.441331269349845,741,1985,0.373299748110831,1433,1838,0.779651795429815,3285,1759,571,347,1076,1681,7876
NBA,2007,Los Angeles Clippers,LAC,82,2820,6445,0.44,350,1079,0.32,1702,2178,0.78,800,2491,3291,1732,557,398,1180,1745,7692,34.4,78.6,0.44,4.3,13.2,0.32,20.8,26.6,0.78,9.8,30.4,40.1,21.1,6.8,4.9,14.4,21.3,93.8,595,2438,5583,0.436682787032062,324,969,0.334365325077399,1508,1938,0.7781217750258,2884,1435,480,345,962,1503,6708
NBA,2007,Los Angeles Lakers,LAL,82,3248,6818,0.48,662,1751,0.38,1746,2270,0.77,898,2722,3620,2003,654,438,1156,1691,8904,39.6,83.1,0.48,8.1,21.4,0.38,21.3,27.7,0.77,11,33.2,44.1,24.4,8,5.3,14.1,20.6,108.6,650,2651,5713,0.464029406616489,652,1713,0.380618797431407,1424,1797,0.79243183082916,2669,1728,563,265,913,1332,7378
NBA,2007,Memphis Grizzlies,MEM,82,3060,6737,0.45,620,1779,0.35,1517,2097,0.72,848,2567,3415,1574,503,386,1251,1592,8257,37.3,82.2,0.45,7.6,21.7,0.35,18.5,25.6,0.72,10.3,31.3,41.6,19.2,6.1,4.7,15.3,19.4,100.7,675,2437,5411,0.450378857882092,568,1618,0.351050679851669,1150,1568,0.733418367346939,2518,1248,416,265,950,1187,6592
NBA,2007,Miami Heat,MIA,82,2808,6336,0.44,491,1373,0.36,1384,1903,0.73,743,2342,3085,1644,589,355,1202,1670,7491,34.2,77.3,0.44,6,16.7,0.36,16.9,23.2,0.73,9.1,28.6,37.6,20.0,7.2,4.3,14.7,20.4,91.4,709,2035,4772,0.426445934618609,456,1266,0.360189573459716,976,1265,0.771541501976285,1804,1409,449,155,814,1074,5502
NBA,2007,Milwaukee Bucks,MIL,82,3026,6745,0.45,452,1313,0.34,1452,1980,0.73,1055,2363,3418,1760,544,361,1210,1748,7956,36.9,82.3,0.45,5.5,16,0.34,17.7,24.1,0.73,12.9,28.8,41.7,21.5,6.6,4.4,14.8,21.3,97.0,759,2726,6126,0.444988573294156,452,1313,0.344249809596344,1289,1715,0.751603498542274,2879,1602,464,291,1041,1466,7193
NBA,2007,Minnesota Timberwolves,MIN,82,3076,6817,0.45,441,1259,0.35,1246,1693,0.74,964,2428,3392,1630,616,306,1188,1885,7839,37.5,83.1,0.45,5.4,15.4,0.35,15.2,20.6,0.74,11.8,29.6,41.4,19.9,7.5,3.7,14.5,23.0,95.6,804,2849,6294,0.452653320622815,423,1205,0.35103734439834,1117,1509,0.740225314777999,2955,1509,563,245,1006,1611,7238
NBA,2007,New Orleans Pelicans,NOH,82,3164,6796,0.47,630,1621,0.39,1312,1707,0.77,937,2494,3431,1785,637,321,974,1531,8270,38.6,82.9,0.47,7.7,19.8,0.39,16.0,20.8,0.77,11.4,30.4,41.8,21.8,7.8,3.9,11.9,18.7,100.9,928,2795,5944,0.470222072678331,566,1442,0.39251040221914,1153,1467,0.785957736877982,2916,1641,555,254,759,1201,7309
NBA,2007,New York Knicks,NYK,82,2967,6757,0.44,490,1454,0.34,1524,2095,0.73,1029,2457,3486,1530,521,213,1187,1761,7948,36.2,82.4,0.44,6,17.7,0.34,18.6,25.5,0.73,12.5,30,42.5,18.7,6.4,2.6,14.5,21.5,96.9,991,2648,6154,0.430289242768931,490,1454,0.337001375515818,1321,1764,0.748866213151927,3171,1496,503,182,997,1567,7107
NBA,2007,Oklahoma City Thunder,SEA,82,3125,7032,0.44,313,939,0.33,1436,1866,0.77,971,2688,3659,1748,531,400,1310,1680,7999,38.1,85.8,0.44,3.8,11.5,0.33,17.5,22.8,0.77,11.8,32.8,44.6,21.3,6.5,4.9,16,20.5,97.5,1334,2573,5778,0.445309795777086,216,682,0.316715542521994,1224,1586,0.771752837326608,2882,1485,430,315,1055,1354,6586
NBA,2007,Orlando Magic,ORL,82,3058,6446,0.47,801,2074,0.39,1650,2288,0.72,768,2677,3445,1706,520,333,1173,1688,8567,37.3,78.6,0.47,9.8,25.3,0.39,20.1,27.9,0.72,9.4,32.6,42.0,20.8,6.3,4.1,14.3,20.6,104.5,1043,2609,5478,0.47626871120847,680,1764,0.385487528344671,1558,2143,0.727018198786748,2859,1583,441,261,1013,1343,7456
NBA,2007,Philadelphia 76ers,PHI,82,3056,6648,0.46,302,952,0.32,1509,2137,0.71,1067,2370,3437,1673,712,400,1172,1620,7923,37.3,81.1,0.46,3.7,11.6,0.32,18.4,26.1,0.71,13,28.9,41.9,20.4,8.7,4.9,14.3,19.8,96.6,1105,2932,6323,0.463703938004112,259,829,0.312424607961399,1464,2078,0.704523580365736,3289,1618,681,371,1068,1491,7587
NBA,2007,Phoenix Suns,PHO,82,3392,6782,0.5,694,1764,0.39,1548,1977,0.78,720,2683,3403,2188,532,518,1184,1633,9026,41.4,82.7,0.5,8.5,21.5,0.39,18.9,24.1,0.78,8.8,32.7,41.5,26.7,6.5,6.3,14.4,19.9,110.1,1146,2818,5693,0.494993852099069,591,1480,0.399324324324324,1361,1676,0.812052505966587,2559,1979,408,403,966,1325,7588
NBA,2007,Portland Trail Blazers,POR,82,2935,6546,0.45,538,1426,0.38,1412,1841,0.77,901,2438,3339,1733,455,360,1056,1642,7820,35.8,79.8,0.45,6.6,17.4,0.38,17.2,22.5,0.77,11,29.7,40.7,21.1,5.5,4.4,12.9,20.0,95.4,1190,2918,6497,0.44913036786209,534,1406,0.379800853485064,1402,1829,0.766539092400219,3316,1721,453,358,984,1635,7772
NBA,2007,Sacramento Kings,SAC,82,3043,6558,0.46,510,1367,0.37,1812,2272,0.8,829,2456,3285,1567,651,334,1317,1839,8408,37.1,80.0,0.46,6.2,16.7,0.37,22.1,27.7,0.8,10.1,30,40.1,19.1,7.9,4.1,16.1,22.4,102.5,1237,2830,6058,0.467150874876197,471,1274,0.369701726844584,1731,2140,0.808878504672897,2954,1403,596,312,1124,1643,7862
NBA,2007,San Antonio Spurs,SAS,82,2938,6424,0.46,594,1610,0.37,1350,1774,0.76,771,2612,3383,1718,521,337,1035,1537,7820,35.8,78.3,0.46,7.2,19.6,0.37,16.5,21.6,0.76,9.4,31.9,41.3,21.0,6.4,4.1,12.6,18.7,95.4,1279,2766,5980,0.462541806020067,578,1547,0.373626373626374,1299,1707,0.760984182776801,3053,1632,477,302,900,1377,7409
NBA,2007,Toronto Raptors,TOR,82,3148,6726,0.47,572,1459,0.39,1347,1658,0.81,790,2496,3286,1953,570,336,959,1596,8215,38.4,82.0,0.47,7,17.8,0.39,16.4,20.2,0.81,9.6,30.4,40.1,23.8,7,4.1,11.7,19.5,100.2,1393,3045,6473,0.470415572377568,549,1403,0.391304347826087,1306,1606,0.813200498132005,3179,1880,543,328,871,1510,7945
NBA,2007,Utah Jazz,UTA,82,3279,6592,0.5,407,1095,0.37,1745,2298,0.76,942,2410,3352,2165,717,355,1200,1970,8710,40.0,80.4,0.5,5,13.4,0.37,21.3,28.0,0.76,11.5,29.4,40.9,26.4,8.7,4.3,14.6,24.0,106.2,1437,3067,6126,0.500652954619654,322,873,0.368843069873998,1654,2197,0.752844788347747,3197,2079,682,328,1093,1802,8110
NBA,2007,Washington Wizards,WAS,82,2986,6695,0.45,575,1614,0.36,1557,1991,0.78,1007,2404,3411,1607,632,391,1082,1606,8104,36.4,81.6,0.45,7,19.7,0.36,19.0,24.3,0.78,12.3,29.3,41.6,19.6,7.7,4.8,13.2,19.6,98.8,1494,2668,6092,0.437951411687459,574,1612,0.356079404466501,1341,1697,0.79021803182086,2829,1533,598,258,923,1388,7251
NBA,2008,Atlanta Hawks,ATL,82,2956,6451,0.46,597,1633,0.37,1537,2085,0.74,870,2412,3282,1657,603,376,1048,1610,8046,36.0,78.7,0.46,7.3,19.9,0.37,18.7,25.4,0.74,10.6,29.4,40.0,20.2,7.4,4.6,12.8,19.6,98.1,33,2936,6407,0.458248790385516,597,1633,0.365584813227189,1532,2074,0.738669238187078,3238,1651,599,370,991,1573,8001
NBA,2008,Boston Celtics,BOS,82,3075,6333,0.49,538,1355,0.4,1587,2075,0.76,869,2586,3455,1862,621,387,1280,1897,8275,37.5,77.2,0.49,6.6,16.5,0.4,19.4,25.3,0.76,10.6,31.5,42.1,22.7,7.6,4.7,15.6,23.1,100.9,113,2829,5876,0.48144996596324,538,1355,0.397047970479705,1381,1777,0.777152504220597,2967,1783,589,336,1115,1579,7577
NBA,2008,Brooklyn Nets,NJN,82,2925,6536,0.45,652,1735,0.38,1542,1980,0.78,850,2415,3265,1636,559,391,1075,1838,8044,35.7,79.7,0.45,8,21.2,0.38,18.8,24.1,0.78,10.4,29.5,39.8,20.0,6.8,4.8,13.1,22.4,98.1,916,2773,6235,0.444747393744988,652,1735,0.375792507204611,1485,1852,0.801835853131749,2915,1591,530,312,957,1645,7683
NBA,2008,Charlotte Hornets,CHA,82,2866,6299,0.45,490,1339,0.37,1455,1965,0.74,886,2366,3252,1741,580,397,1279,1754,7677,35.0,76.8,0.45,6,16.3,0.37,17.7,24.0,0.74,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,93.6,157,1201,2781,0.431859043509529,218,622,0.35048231511254,852,1041,0.818443804034582,1140,1027,313,114,548,649,3472
NBA,2008,Chicago Bulls,CHI,82,3126,6846,0.46,493,1293,0.38,1633,2052,0.8,970,2481,3451,1732,615,453,1192,1709,8378,38.1,83.5,0.46,6,15.8,0.38,19.9,25.0,0.8,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,102.2,206,2243,4837,0.463717180070292,285,742,0.384097035040431,1145,1459,0.784784098697738,2364,1348,437,364,831,1141,5916
NBA,2008,Cleveland Cavaliers,CLE,82,3022,6454,0.47,656,1670,0.39,1523,2012,0.76,886,2574,3460,1663,593,435,1045,1663,8223,36.9,78.7,0.47,8,20.4,0.39,18.6,24.5,0.76,10.8,31.4,42.2,20.3,7.2,5.3,12.7,20.3,100.3,259,2781,5946,0.467709384460141,653,1661,0.393136664659843,1423,1841,0.7729494839761,2805,1591,519,311,882,1427,7638
NBA,2008,Dallas Mavericks,DAL,82,3128,6770,0.46,571,1632,0.35,1516,1852,0.82,909,2595,3504,1779,591,429,1043,1600,8343,38.1,82.6,0.46,7,19.9,0.35,18.5,22.6,0.82,11.1,31.6,42.7,21.7,7.2,5.2,12.7,19.5,101.7,302,2884,6340,0.454889589905363,570,1624,0.350985221674877,1391,1643,0.846622032866707,2746,1683,548,293,895,1296,7729
